id,name,display_name,stage_id,stage_name,sub_stage_id,task_unit_id,task_unit_name,task_material_category_id,task_material_category_name
10442,Build carcass to support projecting breakfast bar,Supply & Install Build carcass to support projecting breakfast bar,469,"Units, worktops and kitchen appliances",1801,35,item,2015,Build carcass to support projecting breakfast bar
8751,Island base cabinet,Supply & Install Island base cabinet,469,"Units, worktops and kitchen appliances",1801,4,m2,425,Base cabinet
8856,Kitchen base cabinet doors,Supply & Install Kitchen base cabinet doors,469,"Units, worktops and kitchen appliances",1801,1,nr,1084,kitchen cabinet doors
8891,Units doors,Supply & Install Units doors,469,"Units, worktops and kitchen appliances",1801,1,nr,1106,Unit doors
10500,Ductwork and associated BWIC allowance for extractor,Supply & Install Ductwork and associated BWIC allowance for extractor,469,"Units, worktops and kitchen appliances",1963,2,m,1261,Ductwork and associated BWIC allowance
10501,"Formation of opening in wall/ceiling for vent, including supply and installation of vent for kitchen","Supply & Install Formation of opening in wall/ceiling for vent, including supply and installation of vent for kitchen",469,"Units, worktops and kitchen appliances",1963,1,nr,741,Sundry items
10249,Kitchen install only,Supply & Install Kitchen install only,469,"Units, worktops and kitchen appliances",1963,1,nr,,
8946,Kitchen Island,Supply & Install Kitchen Island,469,"Units, worktops and kitchen appliances",1963,1,nr,1145,Kitchen Island
10930,Kitchen repairs - PS,Supply & Install Kitchen repairs - PS,469,"Units, worktops and kitchen appliances",1963,35,item,,
8785,Kitchen Supply,Supply & Install Kitchen Supply,469,"Units, worktops and kitchen appliances",1963,35,item,1014,Supplier Quotation - Kitchens
10375,Kitchen supply and install quote,Supply & Install Kitchen supply and install quote,469,"Units, worktops and kitchen appliances",1963,35,item,1979,Kitchen supply and install quote
8954,Kitchen Units and Worktops,Supply & Install Kitchen Units and Worktops,469,"Units, worktops and kitchen appliances",1963,1,nr,618,Kitchen Units and Worktop
9396,Temporary kitchen,Supply & Install Temporary kitchen,469,"Units, worktops and kitchen appliances",1963,35,item,618,Kitchen Units and Worktop
9644,Utility Room - Supply Quote,Supply & Install Utility Room - Supply Quote,469,"Units, worktops and kitchen appliances",1963,35,item,1576,Suppier quotation - Utility Room
10793,Utility Room install only,Supply & Install Utility Room install only,469,"Units, worktops and kitchen appliances",1963,35,item,,
9311,Utility Units and Worktops,Supply & Install Utility Units and Worktops,469,"Units, worktops and kitchen appliances",1963,35,item,618,Kitchen Units and Worktop
10796,Kitchen bar table and chairs,Supply & Install Kitchen bar table and chairs,469,"Units, worktops and kitchen appliances",2096,35,item,2183,Kitchen bar table and chairs
8448,Kitchen bin,Supply & Install Kitchen bin,469,"Units, worktops and kitchen appliances",2096,35,item,651,Kitchen fixtures and fittings
10691,Waste bin,Supply & Install Waste bin,469,"Units, worktops and kitchen appliances",2096,1,nr,2127,Waste bin
10380,Allowance for BWIC / Builders Work in Connection with services for pipework to kitchen,Supply & Install Allowance for BWIC / Builders Work in Connection with services for pipework to kitchen,469,"Units, worktops and kitchen appliances",2082,1,nr,1434,BWIC with services / Builders Work in Connection with services
9479,Built-in electric microwave,Supply & Install Built-in electric microwave,469,"Units, worktops and kitchen appliances",2078,1,nr,1492,Electric microwave
8064,Ceramic hob,Supply & Install Ceramic hob,469,"Units, worktops and kitchen appliances",2078,31,point,440,Ceramic hob
10533,Core drill through two brick thick wall for new pipework/vent pipe; kitchen works,Supply & Install Core drill through two brick thick wall for new pipework/vent pipe; kitchen works,469,"Units, worktops and kitchen appliances",2078,1,nr,,
8788,Dual fuel cooker,Supply & Install Dual fuel cooker,469,"Units, worktops and kitchen appliances",2078,1,nr,137,Dual fuel cooker
8091,Electric hob,Supply & Install Electric hob,469,"Units, worktops and kitchen appliances",2078,31,point,90,Electric hob
8092,Electric oven,Supply & Install Electric oven,469,"Units, worktops and kitchen appliances",2078,31,point,91,Electric oven
10516,Food Waste & Garbage Disposal Unit,Supply & Install Food Waste & Garbage Disposal Unit,469,"Units, worktops and kitchen appliances",2078,1,nr,2041,Food Waste & Garbage Disposal Unit
8918,Freezer,Supply & Install Freezer,469,"Units, worktops and kitchen appliances",2078,1,nr,110,Fridge freezer
8917,Fridge,Supply & Install Fridge,469,"Units, worktops and kitchen appliances",2078,1,nr,1978,Fridge
10724,Fridge freezer housing unit,Supply & Install Fridge freezer housing unit,469,"Units, worktops and kitchen appliances",1662,1,nr,2149,Freezer housing unit
8728,Fridge/freezer,Supply & Install Fridge/freezer,469,"Units, worktops and kitchen appliances",2078,1,nr,110,Fridge freezer
8450,Full height kitchen cabinet,Supply & Install Full height kitchen cabinet,469,"Units, worktops and kitchen appliances",1662,1,nr,874,Full height kitchen cabinet
8080,Fullsize dishwasher,Supply & Install Fullsize dishwasher,469,"Units, worktops and kitchen appliances",2078,1,nr,68,Dishwasher
8119,Gas hob,Supply & Install Gas hob,469,"Units, worktops and kitchen appliances",2078,31,point,115,Gas hob
8120,Gas oven,Supply & Install Gas oven,469,"Units, worktops and kitchen appliances",2078,31,point,465,Gas oven
8136,Induction hob,Supply & Install Induction hob,469,"Units, worktops and kitchen appliances",2078,31,point,475,Induction hob
8820,Instant hot water tap,Supply & Install Instant hot water tap,469,"Units, worktops and kitchen appliances",2080,1,nr,1045,Instant hot water tap
10374,Integrated dishwasher,Supply & Install Integrated dishwasher,469,"Units, worktops and kitchen appliances",2078,1,nr,68,Dishwasher
10373,Integrated fridge,Supply & Install Integrated fridge,469,"Units, worktops and kitchen appliances",2078,1,nr,1978,Fridge
8331,Kitchen sink,Supply & Install Kitchen sink,469,"Units, worktops and kitchen appliances",2079,1,nr,606,Kitchen sink
10377,Kitchen sink waste,Supply & Install Kitchen sink waste,469,"Units, worktops and kitchen appliances",2081,1,nr,380,Sink waste
10376,Kitchen tap,Supply & Install Kitchen tap,469,"Units, worktops and kitchen appliances",2080,1,nr,1980,Kitchen tap
10315,Kitchen wall cabinet doors,Supply & Install Kitchen wall cabinet doors,469,"Units, worktops and kitchen appliances",1852,1,nr,1936,Kitchen wall cabinet doors
8520,Plumbed in tumble dryer,Supply & Install Plumbed in tumble dryer,469,"Units, worktops and kitchen appliances",2078,1,nr,664,Tumble dryer
8315,Plumbed in washing machine,Supply & Install Plumbed in washing machine,469,"Units, worktops and kitchen appliances",2078,1,nr,311,Plumbed in  washing machine
9705,Provisional Sum for Utility Units and Worktop,Supply & Install Provisional Sum for Utility Units and Worktop,469,"Units, worktops and kitchen appliances",1988,35,item,1607,Provisional Sum for Utility Units and Worktop
10726,Pull out larder extension unit,Supply & Install Pull out larder extension unit,469,"Units, worktops and kitchen appliances",1662,1,nr,2151,Pull out larder extension unit
10725,Pull out larder unit,Supply & Install Pull out larder unit,469,"Units, worktops and kitchen appliances",1662,1,nr,2150,Pull out larder unit
8380,Wall cabinet,Supply & Install Wall cabinet,469,"Units, worktops and kitchen appliances",1852,1,nr,595,Wall cabinet
8521,Slimline dishwasher,Supply & Install Slimline dishwasher,469,"Units, worktops and kitchen appliances",2078,1,nr,68,Dishwasher
8310,Vented extractor fan / cooker hood,Supply & Install Vented extractor fan / cooker hood,469,"Units, worktops and kitchen appliances",2078,31,point,594,Vented extractor fan / cooker hood
8965,Wine cooler / wine fridge,Supply & Install Wine cooler / wine fridge,469,"Units, worktops and kitchen appliances",2078,1,nr,1161,Wine cooler / wine fridge
10914,Water filter,Supply & Install Water filter,469,"Units, worktops and kitchen appliances",2080,1,nr,2238,Water filter
8316,Water softener,Supply & Install Water softener,469,"Units, worktops and kitchen appliances",2080,1,nr,599,Water softener
9205,Bespoke shelves,Supply & Install Bespoke shelves,473,Joinery,1741,1,nr,21,Bespoke shelves
8767,MDF Shelving,Supply & Install MDF Shelving,473,Joinery,1741,1,nr,1043,MDF Shelving
8610,Shelves / shelf,Supply & Install Shelves / shelf,473,Joinery,1741,1,nr,21,Bespoke shelves
8614,Timber Shelf Unit - PC,Supply & Install Timber Shelf Unit - PC,473,Joinery,1741,35,item,940,Timber Shelf Unit
10751,Bar to client's design,Supply & Install Bar to client's design,473,Joinery,1758,35,item,,
8802,"Built in storage, ceiling high","Supply & Install Built in storage, ceiling high",473,Joinery,1758,1,nr,895,Wardrobe 1-2m
8483,Fitted shelving and storage,Supply & Install Fitted shelving and storage,473,Joinery,1758,1,nr,897,Fitted shelving and storage
8482,Fitted window seat and storage,Supply & Install Fitted window seat and storage,473,Joinery,1758,1,nr,896,Fitted window seat and storage
8914,Restore wooden platform,Supply & Install Restore wooden platform,473,Joinery,1758,1,nr,1130,Restore wooden platform
8484,Sliding partition,Supply & Install Sliding partition,473,Joinery,1758,1,nr,898,Sliding partition
10673,Wardrobe doors,Supply & Install Wardrobe doors,473,Joinery,1758,7,nr,70,Door
9741,Caulking,Supply & Install Caulking,486,Decoration,1991,2,m,1629,Caulking
10357,One coat of paint to downpipes,Supply & Install One coat of paint to downpipes,486,Decoration,1992,2,m,1966,Paint to gutters and downpipes
10356,One coat of paint to gutters,Supply & Install One coat of paint to gutters,486,Decoration,1992,2,m,1966,Paint to gutters and downpipes
9782,Property decoration,Supply & Install Property decoration,486,Decoration,1992,35,item,1639,Property decoration
9909,Sand gutters and pipes; re-paint; one coat,Supply & Install Sand gutters and pipes; re-paint; one coat,486,Decoration,1992,2,m,1732,Sand gutters and paint; re-paint; one coat
8507,Exterior masonry paint; two coats of paint,Supply & Install Exterior masonry paint; two coats of paint,486,Decoration,1678,4,m2,906,Exterior masonry paint
9532,First & Second Floor Decoration,First & Second Floor Decoration,486,Decoration,1678,1,nr,320,Wall Paint
9793,Fixed price decoration,Supply & Install Fixed price decoration,486,Decoration,1986,35,item,1603,Painting & decorating subcontractor quotation
9933,Lining paper to walls,Supply & Install Lining paper to walls,486,Decoration,1999,4,m2,1744,Lining paper
8811,Make good and redecorate windows,Supply & Install Make good and redecorate windows,486,Decoration,1920,1,nr,1035,Make good and redecorate windows
5489,Mist coat and top coat of paint to walls,Supply & Install Mist coat and top coat of paint to walls,486,Decoration,1678,4,m2,391,Two coats of paint
5488,Mist coat and top coat to ceiling,Supply & Install Mist coat and top coat to ceiling,486,Decoration,1677,4,m2,391,Two coats of paint
9198,Mist coat and two coats of eggshell paint to ceiling,Supply & Install Mist coat and two coats of eggshell paint to ceiling,486,Decoration,1677,4,m2,1335,Mist coat and two coats of eggshell paint
9197,Mist coat and two coats of eggshell paint to walls,Supply & Install Mist coat and two coats of eggshell paint to walls,486,Decoration,1678,4,m2,1335,Mist coat and two coats of eggshell paint
6078,Mist coat and two coats of paint to ceiling,Supply & Install Mist coat and two coats of paint to ceiling,486,Decoration,1677,4,m2,492,Mist coat and two coats of paint to ceiling
8163,Mist coat and two coats of paint to ceiling and cornice,Supply & Install Mist coat and two coats of paint to ceiling and cornice,486,Decoration,1677,4,m2,492,Mist coat and two coats of paint to ceiling
8164,Mist coat and two coats of paint to walls,Supply & Install Mist coat and two coats of paint to walls,486,Decoration,1678,4,m2,493,Mist coat and two coats of paint to walls
9572,Mist coat only to ceilings,Supply & Install Mist coat only to ceilings,486,Decoration,1677,4,m2,856,Single coat of paint
9571,Mist coat only to walls,Supply & Install Mist coat only to walls,486,Decoration,1678,4,m2,856,Single coat of paint
9652,One coat of paint to balustrade,Supply & Install One coat of paint to balustrade,486,Decoration,1944,2,m,856,Single coat of paint
10082,One coat to fascia board,Supply & Install One coat to fascia board,486,Decoration,1944,2,m,1273,Single gloss coat to skirting / architrave / window board / shelves n.e. 300mm
9116,One gloss coat to skirting / one gloss coat to architraves / one gloss coat to shelving / one gloss coat to window board,Supply & Install One gloss coat to skirting / one gloss coat to architraves / one gloss coat to shelving / one gloss coat to window board,486,Decoration,1944,2,m,1273,Single gloss coat to skirting / architrave / window board / shelves n.e. 300mm
9665,Prepare and redecorate soffits and facias; primer and two coats,Prepare and redecorate soffits and facias; primer and two coats,486,Decoration,1983,2,m,698,Primer and two coats of paint to skirting
10483,Pricing clarifications - Decoration,Supply & Install Pricing clarifications - Decoration,486,Decoration,2089,35,item,2027,Pricing clarifications - Decoration
9117,Primer and one gloss coat to skirting / architrave / window board / shelving,Supply & Install Primer and one gloss coat to skirting / architrave / window board / shelving,486,Decoration,1944,2,m,1274,Primer and one gloss coat to skirting / architrave / window board / shelving
9206,Primer and two coats of eggshell to skirting / joinery / window board / architrave,Supply & Install Primer and two coats of eggshell to skirting / joinery / window board / architrave,486,Decoration,1944,2,m,698,Primer and two coats of paint to skirting
8697,Primer and two coats of paint to kitchen unit,Supply & Install Primer and two coats of paint to kitchen unit,486,Decoration,1944,1,nr,736,Paint to kitchen units
8871,Primer and two eggshell top coats to door,Supply & Install Primer and two eggshell top coats to door,486,Decoration,1908,1,nr,365,"Primer, undercoat and two coats of paint to door"
9368,Primer and two top coats of paint to radiator (m2),Supply & Install Primer and two top coats of paint to radiator (m2),486,Decoration,1979,4,m2,1425,Paint to radiator
9868,Primer and two top coats of paint to radiator (per radiator),Supply & Install Primer and two top coats of paint to radiator (per radiator),486,Decoration,1979,1,nr,1699,Paint to radiator (per radiator)
9542,Primer and two top coats to external ceiling,Supply & Install Primer and two top coats to external ceiling,486,Decoration,1677,4,m2,906,Exterior masonry paint
9054,Primer and two top coats to external wall,Supply & Install Primer and two top coats to external wall,486,Decoration,1678,4,m2,906,Exterior masonry paint
9365,Primer and two top coats to ladder,Supply & Install Primer and two top coats to ladder,486,Decoration,1944,1,nr,1423,Primer and two top coats to ladder
9363,Primer and two top coats to vanity unit,Supply & Install Primer and two top coats to vanity unit,486,Decoration,1944,1,nr,1421,Primer and two top coats of paint to vanity unit
9306,Primer and undercoat only to architrave,Supply & Install Primer and undercoat only to architrave,486,Decoration,1909,7,nr,1394,Primer and undercoat only to architrave
9305,Primer and undercoat only to door,Supply & Install Primer and undercoat only to door,486,Decoration,1908,1,nr,1393,Primer and undercoat only to door
9304,Primer and undercoat only to skirtings,Supply & Install Primer and undercoat only to skirtings,486,Decoration,1666,2,m,1392,Primer and undercoat only to skirting
9369,"Primer, undercoat and gloss coat to exposed joists","Supply & Install Primer, undercoat and gloss coat to exposed joists",486,Decoration,1944,2,m,698,Primer and two coats of paint to skirting
8609,"Primer, undercoat and gloss coat to shelving","Supply & Install Primer, undercoat and gloss coat to shelving",486,Decoration,1944,2,m,698,Primer and two coats of paint to skirting
8181,"Primer, undercoat and gloss coat to skirting","Supply & Install Primer, undercoat and gloss coat to skirting",486,Decoration,1666,2,m,698,Primer and two coats of paint to skirting
8451,"Primer, undercoat and gloss coat to softwood architrave","Supply & Install Primer, undercoat and gloss coat to softwood architrave",486,Decoration,1909,1,nr,1094,Architrave paint
8452,"Primer, undercoat and gloss coat to softwood door","Supply & Install Primer, undercoat and gloss coat to softwood door",486,Decoration,1908,7,nr,365,"Primer, undercoat and two coats of paint to door"
8402,"Primer, undercoat and gloss coat to window","Supply & Install Primer, undercoat and gloss coat to window",486,Decoration,1920,7,nr,365,"Primer, undercoat and two coats of paint to door"
9080,"Primer, undercoat and gloss coat to window board","Supply & Install Primer, undercoat and gloss coat to window board",486,Decoration,1920,2,m,698,Primer and two coats of paint to skirting
9546,"Primer, undercoat and matt coat to skirting","Supply & Install Primer, undercoat and matt coat to skirting",486,Decoration,1666,2,m,1521,"Primer, undercoat and matt coat to skirting"
10729,"Primer, undercoat and matt coat to softwood architrave","Supply & Install Primer, undercoat and matt coat to softwood architrave",486,Decoration,1909,1,nr,1094,Architrave paint
10728,"Primer, undercoat and matt coat to window","Supply & Install Primer, undercoat and matt coat to window",486,Decoration,1920,1,nr,365,"Primer, undercoat and two coats of paint to door"
10731,"Primer, undercoat and matt coat to window board","Supply & Install Primer, undercoat and matt coat to window board",486,Decoration,1920,2,m,698,Primer and two coats of paint to skirting
10308,"Primer, undercoat and top coat to joinery","Supply & Install Primer, undercoat and top coat to joinery",486,Decoration,1678,4,m2,493,Mist coat and two coats of paint to walls
8444,Sand back existing spindles,Supply & Install Sand back existing spindles,486,Decoration,1944,2,m,872,Sand back existing spindles
10072,Sand back paintwork on stone mullion window,Supply & Install Sand back paintwork on stone mullion window,486,Decoration,1920,1,nr,,
10518,"Sand joists, made good, decorated/varnished","Supply & Install Sand joists, made good, decorated/varnished",486,Decoration,1677,4,m2,521,Sanding and 2 coats of coloured/clear Hardwax or oil to wood flooring
10422,Sand timber between applications of oil,Supply & Install Sand timber between applications of oil,486,Decoration,1677,4,m2,,
5493,Single coat of paint to ceiling,Supply & Install Single coat of paint to ceiling,486,Decoration,1677,4,m2,856,Single coat of paint
10307,Two coats of oil to timber ceiling,Supply & Install Two coats of oil to timber ceiling,486,Decoration,1677,4,m2,521,Sanding and 2 coats of coloured/clear Hardwax or oil to wood flooring
9258,Two coats of paint to ceiling; underside of exposed pitched roof structure,Supply & Install Two coats of paint to ceiling; underside of exposed pitched roof structure,486,Decoration,1677,4,m2,492,Mist coat and two coats of paint to ceiling
9115,Single coat of paint to wall,Supply & Install Single coat of paint to wall,486,Decoration,1678,4,m2,856,Single coat of paint
9698,Subcontractor quotation for supply and install,Supply & Install Subcontractor quotation for supply and install,486,Decoration,1678,35,item,1603,Painting & decorating subcontractor quotation
10498,Two coats of oil to joinery,Supply & Install Two coats of oil to joinery,486,Decoration,1678,4,m2,521,Sanding and 2 coats of coloured/clear Hardwax or oil to wood flooring
9531,Whole house decoration,Supply & Install Whole house decoration,486,Decoration,1678,35,item,1511,Whole house decoration
10306,Wallpaper to ceiling,Supply & Install Wallpaper to ceiling,486,Decoration,1999,4,m2,310,Wallpaper
8741,Wallpaper to wall,Supply & Install Wallpaper to wall,486,Decoration,1999,4,m2,310,Wallpaper
10944,"Sand back, repair and correct, apply primer and top coat to wooden door","Supply & Install Sand back, repair and correct, apply primer and top coat to wooden door",486,Decoration,1908,1,nr,365,"Primer, undercoat and two coats of paint to door"
8577,"Scrape, fill and sand door","Supply & Install Scrape, fill and sand door",486,Decoration,1908,7,nr,931,"Scrape, fill and sand door"
10723,Undercoat and gloss coat to softwood door,Supply & Install Undercoat and gloss coat to softwood door,486,Decoration,1908,1,nr,2148,Undercoat and gloss coat to softwood door
10730,Undercoat and matt coat to softwood door,Supply & Install Undercoat and matt coat to softwood door,486,Decoration,1908,1,nr,2148,Undercoat and gloss coat to softwood door
10900,"Vinyl wrap to single door, both sides","Supply & Install Vinyl wrap to single door, both sides",486,Decoration,1908,7,nr,1393,Primer and undercoat only to door
9102,"Scrape, fill and sand architrave","Supply & Install Scrape, fill and sand architrave",486,Decoration,1909,7,nr,1262,"Scrape, fill and sand architrave"
10656,"Sand back spindles, apply primer and top coat; 100mm centres","Supply & Install Sand back spindles, apply primer and top coat; 100mm centres",486,Decoration,1944,4,m2,2105,"Sand back spindles, apply primer and top coat"
9086,"Sand back, repair and correct, apply primer and top coat to wooden stairs","Supply & Install Sand back, repair and correct, apply primer and top coat to wooden stairs",486,Decoration,1944,4,m2,1711,Decoration to stairs
9744,"Sand, prepare and re-paint inside of cupboard","Supply & Install Sand, prepare and re-paint inside of cupboard",486,Decoration,1944,35,item,365,"Primer, undercoat and two coats of paint to door"
10073,Sandblast trusses and purlins to remove old painted surface ,Supply & Install Sandblast trusses and purlins to remove old painted surface ,486,Decoration,1944,2,m,,
9486,Two coats of paint to balustrade,Supply & Install Two coats of paint to balustrade,486,Decoration,1944,4,m2,391,Two coats of paint
9806,"Sand back, repair and correct, apply primer and top coat to wooden rooflight frame","Supply & Install Sand back, repair and correct, apply primer and top coat to wooden rooflight frame",486,Decoration,1920,1,nr,1651,Prepare and decorate rooflight frame
8846,"Sand back, repair and correct, apply primer and top coat to wooden window frame","Supply & Install Sand back, repair and correct, apply primer and top coat to wooden window frame",486,Decoration,1920,1,nr,995,Refurbish existing window
8783,"Sand back, repair and correct, apply rust resistant primer and hardened top coat to metal frame","Supply & Install Sand back, repair and correct, apply rust resistant primer and hardened top coat to metal frame",486,Decoration,1920,1,nr,995,Refurbish existing window
9104,"Scrape, fill and sand window board","Supply & Install Scrape, fill and sand window board",486,Decoration,1920,2,m,1266,"Scrape, fill and sand window board"
9103,"Scrape, fill and sand skirting","Supply & Install Scrape, fill and sand skirting",486,Decoration,1666,2,m,1263,"Scrape, fill and sand skirting"
10338,Pricing clarifications - Fixtures and fittings,Supply & Install Pricing clarifications - Fixtures and fittings,480,Fixtures and fittings,2070,35,item,1957,Pricing clarifications - Fixtures and fittings
9990,Create slot in wall for curtain track or blinds pole,Supply & Install Create slot in wall for curtain track or blinds pole,480,Fixtures and fittings,1950,2,m,1784,Channel track
8829,Curtain rail,Supply & Install Curtain rail,480,Fixtures and fittings,1950,2,m,60,Curtain rail
10309,Curtains (rail itemised separately),Supply & Install Curtains (rail itemised separately),480,Fixtures and fittings,1950,1,nr,1932,Curtains
8928,Electric recessed blinds,Supply & Install Electric recessed blinds,480,Fixtures and fittings,1950,7,nr,1055,Electric blinds
8798,Window blinds,Supply & Install Window blinds,480,Fixtures and fittings,1950,7,nr,1931,Blinds - manual
9474,Bespoke mirror,Supply & Install Bespoke mirror,480,Fixtures and fittings,1743,1,nr,1487,Bespoke mirror
9544,Dressing mirror,Supply & Install Dressing mirror,480,Fixtures and fittings,1743,1,nr,1519,Dressing mirror
8137,Inset mirror,Supply & Install Inset mirror,480,Fixtures and fittings,1743,1,nr,354,Inset mirror
9478,Mirror demister,Supply & Install Mirror demister,480,Fixtures and fittings,1743,1,nr,1491,Mirror demister
9795,Mirror wall,Supply & Install Mirror wall,480,Fixtures and fittings,1743,4,m2,1644,Mirror wall
9324,Table mirror,Supply & Install Table mirror,480,Fixtures and fittings,1743,1,nr,1406,Table mirror
9256,Wall hung mirror,Supply & Install Wall hung mirror,480,Fixtures and fittings,1743,1,nr,1365,Wall hung mirror
9409,Wall hung mirror with light fitting (electrical connection required),Supply & Install Wall hung mirror with light fitting (electrical connection required),480,Fixtures and fittings,1743,1,nr,1365,Wall hung mirror
8879,Provisional Sum for Fixtures and Fittings,Supply & Install Provisional Sum for Fixtures and Fittings,480,Fixtures and fittings,2095,35,item,1760,Provisional Sum for Fixtures and Fittings
8718,Animal repellent mat,Supply & Install Animal repellent mat,480,Fixtures and fittings,1874,1,nr,1868,Animal repellent mat
10807,Auto pool cover,Supply & Install Auto pool cover,480,Fixtures and fittings,1874,35,item,2189,Auto pool cover
9869,"Bathroom accessory pack, including toilet roll holder, towel hook and toilet brush","Supply & Install Bathroom accessory pack, including toilet roll holder, towel hook and toilet brush",480,Fixtures and fittings,1874,1,nr,1700,"Bathroom accessory pack, including toilet roll holder, towel hook and toilet brush"
9875,"Bathroom accessory pack, including towel rail, towel hook and toilet brush","Supply & Install Bathroom accessory pack, including towel rail, towel hook and toilet brush",480,Fixtures and fittings,1874,1,nr,1706,"Bathroom accessory pack, including towel rail, towel hook and toilet brush"
10052,Bathroom cabinet,Supply & Install Bathroom cabinet,480,Fixtures and fittings,1874,1,nr,1826,Bathroom cabinet
9585,Bathroom worktop,Supply & Install Bathroom worktop,480,Fixtures and fittings,1874,2,m,319,Wooden worktop
10159,Bed,Supply & Install Bed,480,Fixtures and fittings,1874,1,nr,1873,Bed
10658,Bespoke item,Supply & Install Bespoke item,480,Fixtures and fittings,1874,35,item,2107,Bespoke item
9628,Bespoke joinery,Supply & Install Bespoke joinery,480,Fixtures and fittings,1874,1,nr,20,Bespoke joinery
8556,Bespoke lightwell grill,Supply & Install Bespoke lightwell grill,480,Fixtures and fittings,1874,4,m2,690,Lightwell Grill
9364,Bespoke vanity unit,Supply & Install Bespoke vanity unit,480,Fixtures and fittings,1874,1,nr,1422,Bespoke vanity unit base
9476,Cloakroom rail,Supply & Install Cloakroom rail,480,Fixtures and fittings,1874,1,nr,1489,Cloakroom rail
10157,Clothes drier,Supply & Install Clothes drier,480,Fixtures and fittings,1874,1,nr,1871,Clothes drier
8719,Coat Hook/Towel Hook,Supply & Install Coat Hook/Towel Hook,480,Fixtures and fittings,1874,1,nr,281,Hooks and hangers
9607,Coat rail / coat rack,Supply & Install Coat rail / coat rack,480,Fixtures and fittings,1874,1,nr,1549,Coat rail / coat rack
10182,Cubicle for toilets/showers,Supply & Install Cubicle for toilets/showers,480,Fixtures and fittings,1874,1,nr,1887,Cubicle for toilets/showers
8743,Cupboard doors and frame,Supply & Install Cupboard doors and frame,480,Fixtures and fittings,1874,1,nr,1024,Cupboard doors and frame
9140,Doc M Pack fixings incl. grab rails and support rails,Supply & Install Doc M Pack fixings incl. grab rails and support rails,480,Fixtures and fittings,1874,35,item,1287,Doc M Pack fittings
9842,Drying rack,Supply & Install Drying rack,480,Fixtures and fittings,1874,1,nr,1682,Drying rack
9664,Electric awning; including allowance for an electrical point,Supply & Install Electric awning; including allowance for an electrical point,480,Fixtures and fittings,1874,1,nr,1589,Electric awning
8831,Employer supplied television ,Supply & Install Employer supplied television ,480,Fixtures and fittings,1874,1,nr,1057,Employer supplied television 
8717,Fix satellite dish to wall,Supply & Install Fix satellite dish to wall,480,Fixtures and fittings,1874,1,nr,1869,Satellite dish
10613,Freestanding screen wall ,Supply & Install Freestanding screen wall ,480,Fixtures and fittings,1874,1,nr,2081,Freestanding screen wall 
8737,Full height cabinet / full height joinery unit,Supply & Install Full height cabinet / full height joinery unit,480,Fixtures and fittings,1874,1,nr,624,Joinery
8601,Furniture unit,Supply & Install Furniture unit,480,Fixtures and fittings,1874,35,item,709,"Furniture, fixtures and fittings"
10423,General fitting allowance for misc client supply items,Supply & Install General fitting allowance for misc client supply items,480,Fixtures and fittings,1874,8,day,,
9471,Hanging rail,Supply & Install Hanging rail,480,Fixtures and fittings,1874,2,m,1484,Hanging rail
10310,Instrument wall hanger,Supply & Install Instrument wall hanger,480,Fixtures and fittings,1874,1,nr,1933,Instrument wall hanger
9141,Internal seating,Supply & Install Internal seating,480,Fixtures and fittings,1874,1,nr,1288,Internal seating
8655,Joinery,Supply & Install Joinery,480,Fixtures and fittings,1874,35,item,624,Joinery
9323,Joinery handles,Supply & Install Joinery handles,480,Fixtures and fittings,1874,1,nr,1405,Joinery handles
9255,Ladder and fixings,Supply & Install Ladder and fixings,480,Fixtures and fittings,1874,1,nr,140,Ladder and fixings
8555,Lightwell grill,Supply & Install Lightwell grill,480,Fixtures and fittings,1874,4,m2,690,Lightwell Grill
10706,Massage bed,Supply & Install Massage bed,480,Fixtures and fittings,1874,1,nr,2137,Massage bed
10158,Office desk,Supply & Install Office desk,480,Fixtures and fittings,1874,1,nr,1872,Office desk
9149,Planter,Supply & Install Planter,480,Fixtures and fittings,1874,1,nr,273,Timber wooden planter
8735,Provisional sum for joinery,Supply & Install Provisional sum for joinery,480,Fixtures and fittings,1874,35,item,991,Provisional sum for joinery
10486,Pulley maid,Supply & Install Pulley maid,480,Fixtures and fittings,1874,1,nr,2029,Pulley maid
9108,Reception desk,Supply & Install Reception desk,480,Fixtures and fittings,1874,1,nr,1272,Reception desk
10168,Refurbish existing coat hooks,Supply & Install Refurbish existing coat hooks,480,Fixtures and fittings,1874,1,nr,1879,Refurbish existing coat hooks 
9743,Repair kitchen cabinet door,Supply & Install Repair kitchen cabinet door,480,Fixtures and fittings,1874,35,item,,
9697,Shower rail,Supply & Install Shower rail,480,Fixtures and fittings,1874,1,nr,1602,Shower rail
8598,Signage,Supply & Install Signage,480,Fixtures and fittings,1874,35,item,662,Signage
9406,Soap dispenser,Supply & Install Soap dispenser,480,Fixtures and fittings,1874,1,nr,1444,Soap dispenser
9407,Soap dispenser holder,Supply & Install Soap dispenser holder,480,Fixtures and fittings,1874,1,nr,1446,Soap dispenser holder
8423,Specialist item - PC,Supply & Install Specialist item - PC,480,Fixtures and fittings,1874,35,item,636,Specialist item
8597,Stainless steel letterboxes - PC,Supply & Install Stainless steel letterboxes - PC,480,Fixtures and fittings,1874,35,item,1150,Letterbox
9994,Timber screen,Supply & Install Timber screen,480,Fixtures and fittings,1874,4,m2,1787,Timber screen
